stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
1571,L2,M2-3,Maintenance_Preventive,2024-05-29 20:49:26.637849,2024-05-29 21:06:26.637849,17,Maintenance_Preventive sur M2-3,OP10,True
1572,L2,M2-1,Probleme_Qualite,2024-05-29 11:27:26.637849,2024-05-29 12:56:26.637849,89,Probleme_Qualite sur M2-1,OP4,True
1573,L2,M2-4,Bourrage,2024-05-29 05:40:26.637849,2024-05-29 07:37:26.637849,117,Bourrage sur M2-4,OP6,True
1574,L3,M3-1,Panne_Electrique,2024-05-29 16:23:26.637849,2024-05-29 16:51:26.637849,28,Panne_Electrique sur M3-1,OP1,True
1575,L3,M3-2,Attente_Materiel,2024-05-29 05:20:26.637849,2024-05-29 07:14:26.637849,114,Attente_Materiel sur M3-2,OP2,True
1576,L3,M3-2,Changement_Format,2024-05-29 16:47:26.637849,2024-05-29 18:36:26.637849,109,Changement_Format sur M3-2,OP4,True
1577,L3,M3-1,Probleme_Qualite,2024-05-29 14:42:26.637849,2024-05-29 16:17:26.637849,95,Probleme_Qualite sur M3-1,OP7,True
1578,L1,M1-1,Changement_Format,2024-05-30 20:21:26.637849,2024-05-30 21:46:26.637849,85,Changement_Format sur M1-1,OP5,True
1579,L1,M1-3,Nettoyage,2024-05-30 11:06:26.637849,2024-05-30 11:59:26.637849,53,Nettoyage sur M1-3,OP8,True
1580,L1,M1-3,Nettoyage,2024-05-30 20:35:26.637849,2024-05-30 22:25:26.637849,110,Nettoyage sur M1-3,OP2,True
1581,L1,M1-1,Probleme_Qualite,2024-05-30 13:10:26.637849,2024-05-30 13:55:26.637849,45,Probleme_Qualite sur M1-1,OP11,True
1582,L1,M1-2,Bourrage,2024-05-30 18:19:26.637849,2024-05-30 18:39:26.637849,20,Bourrage sur M1-2,OP5,True
1583,L1,M1-3,Panne_Mecanique,2024-05-30 17:36:26.637849,2024-05-30 18:34:26.637849,58,Panne_Mecanique sur M1-3,OP12,True
1584,L1,M1-1,Attente_Materiel,2024-05-30 14:45:26.637849,2024-05-30 16:18:26.637849,93,Attente_Materiel sur M1-1,OP12,True
1585,L2,M2-1,Nettoyage,2024-05-30 20:11:26.637849,2024-05-30 21:58:26.637849,107,Nettoyage sur M2-1,OP11,True
1586,L2,M2-1,Probleme_Qualite,2024-05-30 20:12:26.637849,2024-05-30 21:31:26.637849,79,Probleme_Qualite sur M2-1,OP8,True
1587,L2,M2-4,Attente_Operateur,2024-05-30 13:19:26.637849,2024-05-30 14:04:26.637849,45,Attente_Operateur sur M2-4,OP2,True
1588,L3,M3-1,Panne_Electrique,2024-05-30 05:42:26.637849,2024-05-30 06:52:26.637849,70,Panne_Electrique sur M3-1,OP5,True
1589,L3,M3-1,Nettoyage,2024-05-30 05:35:26.637849,2024-05-30 07:32:26.637849,117,Nettoyage sur M3-1,OP3,True
1590,L3,M3-1,Bourrage,2024-05-30 05:24:26.637849,2024-05-30 06:00:26.637849,36,Bourrage sur M3-1,OP10,True
1591,L3,M3-1,Changement_Format,2024-05-30 17:25:26.637849,2024-05-30 18:31:26.637849,66,Changement_Format sur M3-1,OP13,True
1592,L3,M3-2,Changement_Format,2024-05-30 06:36:26.637849,2024-05-30 07:17:26.637849,41,Changement_Format sur M3-2,OP9,True
1593,L3,M3-1,Nettoyage,2024-05-30 18:08:26.637849,2024-05-30 18:30:26.637849,22,Nettoyage sur M3-1,OP13,True
1594,L3,M3-1,Panne_Mecanique,2024-05-30 07:35:26.637849,2024-05-30 08:38:26.637849,63,Panne_Mecanique sur M3-1,OP11,True
1595,L1,M1-1,Probleme_Qualite,2024-05-31 13:14:26.637849,2024-05-31 13:20:26.637849,6,Probleme_Qualite sur M1-1,OP3,True
1596,L1,M1-1,Nettoyage,2024-05-31 11:48:26.637849,2024-05-31 12:54:26.637849,66,Nettoyage sur M1-1,OP8,True
1597,L1,M1-3,Panne_Electrique,2024-05-31 14:31:26.637849,2024-05-31 15:03:26.637849,32,Panne_Electrique sur M1-3,OP7,True
1598,L1,M1-1,Panne_Mecanique,2024-05-31 16:11:26.637849,2024-05-31 16:21:26.637849,10,Panne_Mecanique sur M1-1,OP8,True
1599,L1,M1-2,Attente_Operateur,2024-05-31 10:14:26.637849,2024-05-31 11:52:26.637849,98,Attente_Operateur sur M1-2,OP2,True
1600,L1,M1-2,Reglage,2024-05-31 18:53:26.637849,2024-05-31 20:12:26.637849,79,Reglage sur M1-2,OP12,True
1601,L1,M1-3,Probleme_Qualite,2024-05-31 21:06:26.637849,2024-05-31 22:41:26.637849,95,Probleme_Qualite sur M1-3,OP2,True
1602,L1,M1-2,Bourrage,2024-05-31 06:36:26.637849,2024-05-31 07:48:26.637849,72,Bourrage sur M1-2,OP9,True
1603,L1,M1-2,Probleme_Qualite,2024-05-31 15:54:26.637849,2024-05-31 16:20:26.637849,26,Probleme_Qualite sur M1-2,OP6,True
1604,L1,M1-2,Probleme_Qualite,2024-05-31 20:41:26.637849,2024-05-31 21:14:26.637849,33,Probleme_Qualite sur M1-2,OP7,True
1605,L1,M1-1,Maintenance_Preventive,2024-05-31 19:14:26.637849,2024-05-31 20:13:26.637849,59,Maintenance_Preventive sur M1-1,OP13,True
1606,L2,M2-1,Maintenance_Preventive,2024-05-31 10:56:26.637849,2024-05-31 11:39:26.637849,43,Maintenance_Preventive sur M2-1,OP9,True
1607,L2,M2-4,Bourrage,2024-05-31 14:29:26.637849,2024-05-31 15:06:26.637849,37,Bourrage sur M2-4,OP7,True
1608,L2,M2-2,Panne_Electrique,2024-05-31 14:58:26.637849,2024-05-31 15:30:26.637849,32,Panne_Electrique sur M2-2,OP12,True
1609,L2,M2-2,Attente_Operateur,2024-05-31 07:30:26.637849,2024-05-31 08:15:26.637849,45,Attente_Operateur sur M2-2,OP5,True
1610,L2,M2-3,Nettoyage,2024-05-31 19:17:26.637849,2024-05-31 21:03:26.637849,106,Nettoyage sur M2-3,OP14,True
1611,L2,M2-3,Attente_Operateur,2024-05-31 11:35:26.637849,2024-05-31 13:05:26.637849,90,Attente_Operateur sur M2-3,OP6,True
1612,L2,M2-1,Attente_Materiel,2024-05-31 20:59:26.637849,2024-05-31 21:26:26.637849,27,Attente_Materiel sur M2-1,OP7,True
1613,L2,M2-4,Changement_Format,2024-05-31 20:09:26.637849,2024-05-31 21:23:26.637849,74,Changement_Format sur M2-4,OP7,True
1614,L2,M2-2,Probleme_Qualite,2024-05-31 07:51:26.637849,2024-05-31 08:02:26.637849,11,Probleme_Qualite sur M2-2,OP6,True
1615,L3,M3-1,Probleme_Qualite,2024-05-31 12:31:26.637849,2024-05-31 12:42:26.637849,11,Probleme_Qualite sur M3-1,OP3,True
1616,L3,M3-1,Panne_Mecanique,2024-05-31 18:36:26.637849,2024-05-31 19:17:26.637849,41,Panne_Mecanique sur M3-1,OP10,True
1617,L3,M3-1,Attente_Materiel,2024-05-31 14:42:26.637849,2024-05-31 15:20:26.637849,38,Attente_Materiel sur M3-1,OP8,True
1618,L3,M3-1,Maintenance_Preventive,2024-05-31 07:25:26.637849,2024-05-31 08:22:26.637849,57,Maintenance_Preventive sur M3-1,OP10,True
1619,L3,M3-1,Probleme_Qualite,2024-05-31 12:33:26.637849,2024-05-31 12:56:26.637849,23,Probleme_Qualite sur M3-1,OP1,True
1620,L3,M3-2,Reglage,2024-05-31 09:01:26.637849,2024-05-31 10:42:26.637849,101,Reglage sur M3-2,OP12,True
1621,L3,M3-1,Attente_Materiel,2024-05-31 07:06:26.637849,2024-05-31 07:25:26.637849,19,Attente_Materiel sur M3-1,OP7,True
1622,L3,M3-2,Attente_Materiel,2024-05-31 08:32:26.637849,2024-05-31 09:27:26.637849,55,Attente_Materiel sur M3-2,OP1,True
1623,L3,M3-2,Maintenance_Preventive,2024-05-31 08:03:26.637849,2024-05-31 10:00:26.637849,117,Maintenance_Preventive sur M3-2,OP11,True
1624,L3,M3-1,Maintenance_Preventive,2024-05-31 10:19:26.637849,2024-05-31 10:49:26.637849,30,Maintenance_Preventive sur M3-1,OP2,True
1625,L1,M1-3,Nettoyage,2024-06-01 11:38:26.637849,2024-06-01 11:48:26.637849,10,Nettoyage sur M1-3,OP13,True
1626,L1,M1-3,Nettoyage,2024-06-01 12:45:26.637849,2024-06-01 14:31:26.637849,106,Nettoyage sur M1-3,OP12,True
1627,L1,M1-1,Changement_Format,2024-06-01 09:23:26.637849,2024-06-01 10:47:26.637849,84,Changement_Format sur M1-1,OP12,True
1628,L1,M1-1,Bourrage,2024-06-01 05:21:26.637849,2024-06-01 06:43:26.637849,82,Bourrage sur M1-1,OP7,True
1629,L1,M1-2,Panne_Electrique,2024-06-01 20:03:26.637849,2024-06-01 20:38:26.637849,35,Panne_Electrique sur M1-2,OP7,True
1630,L1,M1-1,Maintenance_Preventive,2024-06-01 15:16:26.637849,2024-06-01 15:53:26.637849,37,Maintenance_Preventive sur M1-1,OP11,True
1631,L1,M1-1,Probleme_Qualite,2024-06-01 16:44:26.637849,2024-06-01 17:54:26.637849,70,Probleme_Qualite sur M1-1,OP13,True
1632,L1,M1-1,Changement_Format,2024-06-01 21:04:26.637849,2024-06-01 23:02:26.637849,118,Changement_Format sur M1-1,OP14,True
1633,L1,M1-3,Panne_Mecanique,2024-06-01 06:56:26.637849,2024-06-01 08:02:26.637849,66,Panne_Mecanique sur M1-3,OP6,True
1634,L2,M2-4,Nettoyage,2024-06-01 16:02:26.637849,2024-06-01 17:29:26.637849,87,Nettoyage sur M2-4,OP11,True
1635,L2,M2-1,Reglage,2024-06-01 20:47:26.637849,2024-06-01 21:26:26.637849,39,Reglage sur M2-1,OP8,True
1636,L2,M2-4,Maintenance_Preventive,2024-06-01 06:48:26.637849,2024-06-01 08:41:26.637849,113,Maintenance_Preventive sur M2-4,OP13,True
1637,L2,M2-4,Attente_Materiel,2024-06-01 12:00:26.637849,2024-06-01 12:58:26.637849,58,Attente_Materiel sur M2-4,OP10,True
1638,L2,M2-1,Maintenance_Preventive,2024-06-01 08:01:26.637849,2024-06-01 09:30:26.637849,89,Maintenance_Preventive sur M2-1,OP5,True
1639,L2,M2-4,Panne_Mecanique,2024-06-01 13:25:26.637849,2024-06-01 15:15:26.637849,110,Panne_Mecanique sur M2-4,OP9,True
1640,L2,M2-3,Maintenance_Preventive,2024-06-01 21:13:26.637849,2024-06-01 22:35:26.637849,82,Maintenance_Preventive sur M2-3,OP12,True
1641,L2,M2-4,Reglage,2024-06-01 06:54:26.637849,2024-06-01 08:25:26.637849,91,Reglage sur M2-4,OP14,True
1642,L2,M2-3,Nettoyage,2024-06-01 18:44:26.637849,2024-06-01 20:09:26.637849,85,Nettoyage sur M2-3,OP12,True
1643,L3,M3-1,Panne_Mecanique,2024-06-01 20:19:26.637849,2024-06-01 21:28:26.637849,69,Panne_Mecanique sur M3-1,OP2,True
1644,L3,M3-2,Attente_Materiel,2024-06-01 12:27:26.637849,2024-06-01 12:39:26.637849,12,Attente_Materiel sur M3-2,OP13,True
1645,L3,M3-2,Attente_Operateur,2024-06-01 15:03:26.637849,2024-06-01 16:07:26.637849,64,Attente_Operateur sur M3-2,OP9,True
1646,L3,M3-2,Bourrage,2024-06-01 06:44:26.637849,2024-06-01 07:02:26.637849,18,Bourrage sur M3-2,OP2,True
1647,L3,M3-2,Bourrage,2024-06-01 12:26:26.637849,2024-06-01 14:09:26.637849,103,Bourrage sur M3-2,OP4,True
1648,L3,M3-2,Maintenance_Preventive,2024-06-01 09:44:26.637849,2024-06-01 10:14:26.637849,30,Maintenance_Preventive sur M3-2,OP14,True
1649,L1,M1-3,Nettoyage,2024-06-04 17:27:26.637849,2024-06-04 18:02:26.637849,35,Nettoyage sur M1-3,OP5,True
1650,L1,M1-1,Nettoyage,2024-06-04 06:19:26.637849,2024-06-04 07:41:26.637849,82,Nettoyage sur M1-1,OP6,True
1651,L2,M2-1,Attente_Operateur,2024-06-04 06:08:26.637849,2024-06-04 06:42:26.637849,34,Attente_Operateur sur M2-1,OP4,True
1652,L2,M2-1,Probleme_Qualite,2024-06-04 10:18:26.637849,2024-06-04 10:38:26.637849,20,Probleme_Qualite sur M2-1,OP2,True
1653,L2,M2-3,Nettoyage,2024-06-04 21:01:26.637849,2024-06-04 21:33:26.637849,32,Nettoyage sur M2-3,OP13,True
1654,L2,M2-4,Panne_Mecanique,2024-06-04 18:14:26.637849,2024-06-04 18:52:26.637849,38,Panne_Mecanique sur M2-4,OP5,True
1655,L2,M2-1,Bourrage,2024-06-04 11:58:26.637849,2024-06-04 13:33:26.637849,95,Bourrage sur M2-1,OP5,True
1656,L2,M2-4,Reglage,2024-06-04 17:58:26.637849,2024-06-04 19:56:26.637849,118,Reglage sur M2-4,OP2,True
1657,L2,M2-2,Reglage,2024-06-04 20:37:26.637849,2024-06-04 20:58:26.637849,21,Reglage sur M2-2,OP3,True
1658,L3,M3-2,Attente_Operateur,2024-06-04 20:51:26.637849,2024-06-04 21:04:26.637849,13,Attente_Operateur sur M3-2,OP1,True
1659,L3,M3-1,Probleme_Qualite,2024-06-04 06:48:26.637849,2024-06-04 07:44:26.637849,56,Probleme_Qualite sur M3-1,OP10,True
1660,L3,M3-2,Nettoyage,2024-06-04 16:39:26.637849,2024-06-04 17:41:26.637849,62,Nettoyage sur M3-2,OP3,True
1661,L3,M3-1,Panne_Mecanique,2024-06-04 08:09:26.637849,2024-06-04 08:37:26.637849,28,Panne_Mecanique sur M3-1,OP8,True
1662,L3,M3-1,Reglage,2024-06-04 10:57:26.637849,2024-06-04 11:09:26.637849,12,Reglage sur M3-1,OP11,True
1663,L3,M3-2,Changement_Format,2024-06-04 09:08:26.637849,2024-06-04 10:23:26.637849,75,Changement_Format sur M3-2,OP14,True
1664,L1,M1-1,Maintenance_Preventive,2024-06-05 15:06:26.637849,2024-06-05 15:38:26.637849,32,Maintenance_Preventive sur M1-1,OP5,True
1665,L1,M1-1,Nettoyage,2024-06-05 16:24:26.637849,2024-06-05 16:58:26.637849,34,Nettoyage sur M1-1,OP6,True
1666,L1,M1-2,Panne_Mecanique,2024-06-05 10:47:26.637849,2024-06-05 10:59:26.637849,12,Panne_Mecanique sur M1-2,OP8,True
1667,L1,M1-2,Reglage,2024-06-05 11:44:26.637849,2024-06-05 12:48:26.637849,64,Reglage sur M1-2,OP9,True
1668,L1,M1-1,Nettoyage,2024-06-05 11:09:26.637849,2024-06-05 12:19:26.637849,70,Nettoyage sur M1-1,OP6,True
1669,L2,M2-2,Attente_Operateur,2024-06-05 15:14:26.637849,2024-06-05 15:24:26.637849,10,Attente_Operateur sur M2-2,OP8,True
1670,L2,M2-1,Panne_Mecanique,2024-06-05 08:46:26.637849,2024-06-05 10:26:26.637849,100,Panne_Mecanique sur M2-1,OP13,True
1671,L2,M2-4,Probleme_Qualite,2024-06-05 13:53:26.637849,2024-06-05 15:22:26.637849,89,Probleme_Qualite sur M2-4,OP9,True
1672,L2,M2-1,Bourrage,2024-06-05 12:31:26.637849,2024-06-05 13:46:26.637849,75,Bourrage sur M2-1,OP2,True
1673,L3,M3-2,Bourrage,2024-06-05 15:22:26.637849,2024-06-05 16:21:26.637849,59,Bourrage sur M3-2,OP14,True
1674,L3,M3-1,Maintenance_Preventive,2024-06-05 09:49:26.637849,2024-06-05 11:34:26.637849,105,Maintenance_Preventive sur M3-1,OP3,True
1675,L3,M3-2,Attente_Materiel,2024-06-05 21:08:26.637849,2024-06-05 23:01:26.637849,113,Attente_Materiel sur M3-2,OP3,True
1676,L3,M3-2,Reglage,2024-06-05 12:02:26.637849,2024-06-05 12:57:26.637849,55,Reglage sur M3-2,OP1,True
1677,L3,M3-2,Panne_Mecanique,2024-06-05 10:40:26.637849,2024-06-05 11:10:26.637849,30,Panne_Mecanique sur M3-2,OP13,True
1678,L3,M3-2,Reglage,2024-06-05 12:49:26.637849,2024-06-05 13:10:26.637849,21,Reglage sur M3-2,OP2,True
1679,L3,M3-1,Probleme_Qualite,2024-06-05 19:36:26.637849,2024-06-05 20:40:26.637849,64,Probleme_Qualite sur M3-1,OP4,True
1680,L3,M3-1,Probleme_Qualite,2024-06-05 12:15:26.637849,2024-06-05 12:53:26.637849,38,Probleme_Qualite sur M3-1,OP10,True
1681,L1,M1-1,Reglage,2024-06-06 10:14:26.637849,2024-06-06 10:28:26.637849,14,Reglage sur M1-1,OP1,True
1682,L1,M1-1,Attente_Materiel,2024-06-06 11:56:26.637849,2024-06-06 13:32:26.637849,96,Attente_Materiel sur M1-1,OP1,True
1683,L1,M1-1,Maintenance_Preventive,2024-06-06 07:20:26.637849,2024-06-06 08:51:26.637849,91,Maintenance_Preventive sur M1-1,OP11,True
1684,L1,M1-2,Reglage,2024-06-06 11:14:26.637849,2024-06-06 12:37:26.637849,83,Reglage sur M1-2,OP6,True
1685,L1,M1-3,Changement_Format,2024-06-06 07:25:26.637849,2024-06-06 08:27:26.637849,62,Changement_Format sur M1-3,OP7,True
1686,L1,M1-1,Panne_Mecanique,2024-06-06 19:25:26.637849,2024-06-06 21:21:26.637849,116,Panne_Mecanique sur M1-1,OP8,True
1687,L2,M2-3,Nettoyage,2024-06-06 18:30:26.637849,2024-06-06 20:07:26.637849,97,Nettoyage sur M2-3,OP1,True
1688,L2,M2-2,Nettoyage,2024-06-06 14:22:26.637849,2024-06-06 16:16:26.637849,114,Nettoyage sur M2-2,OP1,True
1689,L2,M2-4,Attente_Materiel,2024-06-06 13:13:26.637849,2024-06-06 14:42:26.637849,89,Attente_Materiel sur M2-4,OP5,True
1690,L2,M2-4,Attente_Materiel,2024-06-06 08:16:26.637849,2024-06-06 10:07:26.637849,111,Attente_Materiel sur M2-4,OP10,True
1691,L3,M3-2,Panne_Mecanique,2024-06-06 11:36:26.637849,2024-06-06 12:19:26.637849,43,Panne_Mecanique sur M3-2,OP11,True
1692,L3,M3-1,Reglage,2024-06-06 16:30:26.637849,2024-06-06 16:58:26.637849,28,Reglage sur M3-1,OP12,True
1693,L3,M3-2,Changement_Format,2024-06-06 07:32:26.637849,2024-06-06 07:41:26.637849,9,Changement_Format sur M3-2,OP3,True
1694,L3,M3-2,Changement_Format,2024-06-06 15:06:26.637849,2024-06-06 15:34:26.637849,28,Changement_Format sur M3-2,OP3,True
1695,L3,M3-2,Attente_Materiel,2024-06-06 09:01:26.637849,2024-06-06 10:16:26.637849,75,Attente_Materiel sur M3-2,OP10,True
1696,L3,M3-1,Bourrage,2024-06-06 12:51:26.637849,2024-06-06 13:54:26.637849,63,Bourrage sur M3-1,OP10,True
1697,L3,M3-2,Reglage,2024-06-06 08:43:26.637849,2024-06-06 09:35:26.637849,52,Reglage sur M3-2,OP3,True
1698,L3,M3-1,Bourrage,2024-06-06 07:14:26.637849,2024-06-06 08:24:26.637849,70,Bourrage sur M3-1,OP11,True
1699,L3,M3-1,Nettoyage,2024-06-06 07:21:26.637849,2024-06-06 08:23:26.637849,62,Nettoyage sur M3-1,OP13,True
1700,L1,M1-2,Panne_Mecanique,2024-06-07 20:38:26.637849,2024-06-07 22:24:26.637849,106,Panne_Mecanique sur M1-2,OP13,True
1701,L1,M1-1,Maintenance_Preventive,2024-06-07 16:41:26.637849,2024-06-07 17:21:26.637849,40,Maintenance_Preventive sur M1-1,OP9,True
1702,L1,M1-3,Panne_Mecanique,2024-06-07 08:40:26.637849,2024-06-07 10:20:26.637849,100,Panne_Mecanique sur M1-3,OP3,True
1703,L1,M1-3,Reglage,2024-06-07 20:51:26.637849,2024-06-07 22:50:26.637849,119,Reglage sur M1-3,OP4,True
1704,L1,M1-3,Panne_Mecanique,2024-06-07 08:30:26.637849,2024-06-07 09:17:26.637849,47,Panne_Mecanique sur M1-3,OP12,True
1705,L1,M1-3,Attente_Operateur,2024-06-07 12:32:26.637849,2024-06-07 12:46:26.637849,14,Attente_Operateur sur M1-3,OP2,True
1706,L1,M1-2,Nettoyage,2024-06-07 18:28:26.637849,2024-06-07 20:15:26.637849,107,Nettoyage sur M1-2,OP3,True
1707,L1,M1-2,Maintenance_Preventive,2024-06-07 11:09:26.637849,2024-06-07 11:34:26.637849,25,Maintenance_Preventive sur M1-2,OP1,True
1708,L2,M2-4,Panne_Mecanique,2024-06-07 12:14:26.637849,2024-06-07 13:24:26.637849,70,Panne_Mecanique sur M2-4,OP1,True
1709,L2,M2-2,Attente_Operateur,2024-06-07 08:24:26.637849,2024-06-07 09:47:26.637849,83,Attente_Operateur sur M2-2,OP8,True
1710,L2,M2-1,Attente_Operateur,2024-06-07 16:14:26.637849,2024-06-07 17:46:26.637849,92,Attente_Operateur sur M2-1,OP13,True
1711,L2,M2-2,Panne_Electrique,2024-06-07 10:14:26.637849,2024-06-07 11:39:26.637849,85,Panne_Electrique sur M2-2,OP13,True
1712,L2,M2-2,Attente_Materiel,2024-06-07 11:10:26.637849,2024-06-07 12:54:26.637849,104,Attente_Materiel sur M2-2,OP7,True
1713,L2,M2-1,Nettoyage,2024-06-07 12:03:26.637849,2024-06-07 12:56:26.637849,53,Nettoyage sur M2-1,OP1,True
1714,L3,M3-1,Nettoyage,2024-06-07 20:15:26.637849,2024-06-07 21:26:26.637849,71,Nettoyage sur M3-1,OP7,True
1715,L3,M3-1,Bourrage,2024-06-07 15:29:26.637849,2024-06-07 17:15:26.637849,106,Bourrage sur M3-1,OP14,True
1716,L3,M3-1,Attente_Materiel,2024-06-07 07:33:26.637849,2024-06-07 09:04:26.637849,91,Attente_Materiel sur M3-1,OP5,True
1717,L3,M3-2,Panne_Electrique,2024-06-07 15:12:26.637849,2024-06-07 15:37:26.637849,25,Panne_Electrique sur M3-2,OP2,True
1718,L3,M3-2,Maintenance_Preventive,2024-06-07 06:21:26.637849,2024-06-07 08:15:26.637849,114,Maintenance_Preventive sur M3-2,OP9,True
1719,L3,M3-2,Nettoyage,2024-06-07 10:32:26.637849,2024-06-07 11:13:26.637849,41,Nettoyage sur M3-2,OP1,True
1720,L3,M3-2,Probleme_Qualite,2024-06-07 12:56:26.637849,2024-06-07 13:39:26.637849,43,Probleme_Qualite sur M3-2,OP4,True
1721,L3,M3-2,Panne_Electrique,2024-06-07 21:19:26.637849,2024-06-07 23:10:26.637849,111,Panne_Electrique sur M3-2,OP4,True
1722,L3,M3-2,Maintenance_Preventive,2024-06-07 06:45:26.637849,2024-06-07 07:39:26.637849,54,Maintenance_Preventive sur M3-2,OP3,True
1723,L1,M1-2,Changement_Format,2024-06-08 09:02:26.637849,2024-06-08 10:29:26.637849,87,Changement_Format sur M1-2,OP11,True
1724,L1,M1-1,Panne_Mecanique,2024-06-08 07:45:26.637849,2024-06-08 09:14:26.637849,89,Panne_Mecanique sur M1-1,OP3,True
1725,L1,M1-2,Probleme_Qualite,2024-06-08 11:47:26.637849,2024-06-08 13:44:26.637849,117,Probleme_Qualite sur M1-2,OP13,True
1726,L2,M2-3,Attente_Operateur,2024-06-08 08:34:26.637849,2024-06-08 09:45:26.637849,71,Attente_Operateur sur M2-3,OP1,True
1727,L2,M2-1,Maintenance_Preventive,2024-06-08 16:02:26.637849,2024-06-08 17:50:26.637849,108,Maintenance_Preventive sur M2-1,OP11,True
1728,L2,M2-2,Panne_Mecanique,2024-06-08 06:02:26.637849,2024-06-08 07:12:26.637849,70,Panne_Mecanique sur M2-2,OP8,True
1729,L2,M2-4,Maintenance_Preventive,2024-06-08 06:38:26.637849,2024-06-08 07:00:26.637849,22,Maintenance_Preventive sur M2-4,OP10,True
1730,L2,M2-1,Nettoyage,2024-06-08 15:22:26.637849,2024-06-08 16:59:26.637849,97,Nettoyage sur M2-1,OP14,True
1731,L3,M3-1,Changement_Format,2024-06-08 05:59:26.637849,2024-06-08 06:16:26.637849,17,Changement_Format sur M3-1,OP12,True
1732,L3,M3-1,Probleme_Qualite,2024-06-08 17:05:26.637849,2024-06-08 17:23:26.637849,18,Probleme_Qualite sur M3-1,OP7,True
1733,L3,M3-1,Nettoyage,2024-06-08 10:09:26.637849,2024-06-08 10:44:26.637849,35,Nettoyage sur M3-1,OP3,True
1734,L3,M3-1,Changement_Format,2024-06-08 12:51:26.637849,2024-06-08 13:40:26.637849,49,Changement_Format sur M3-1,OP11,True
1735,L3,M3-1,Probleme_Qualite,2024-06-08 05:39:26.637849,2024-06-08 06:29:26.637849,50,Probleme_Qualite sur M3-1,OP1,True
1736,L3,M3-1,Bourrage,2024-06-08 06:30:26.637849,2024-06-08 07:57:26.637849,87,Bourrage sur M3-1,OP13,True
1737,L3,M3-1,Attente_Materiel,2024-06-08 12:13:26.637849,2024-06-08 12:43:26.637849,30,Attente_Materiel sur M3-1,OP12,True
1738,L3,M3-2,Bourrage,2024-06-08 08:31:26.637849,2024-06-08 09:14:26.637849,43,Bourrage sur M3-2,OP5,True
1739,L3,M3-2,Maintenance_Preventive,2024-06-08 17:21:26.637849,2024-06-08 18:07:26.637849,46,Maintenance_Preventive sur M3-2,OP11,True
1740,L1,M1-1,Maintenance_Preventive,2024-06-11 14:03:26.637849,2024-06-11 14:20:26.637849,17,Maintenance_Preventive sur M1-1,OP2,True
1741,L1,M1-3,Bourrage,2024-06-11 08:24:26.637849,2024-06-11 10:06:26.637849,102,Bourrage sur M1-3,OP7,True
1742,L1,M1-2,Reglage,2024-06-11 11:51:26.637849,2024-06-11 12:36:26.637849,45,Reglage sur M1-2,OP2,True
1743,L1,M1-2,Attente_Operateur,2024-06-11 20:53:26.637849,2024-06-11 22:45:26.637849,112,Attente_Operateur sur M1-2,OP10,True
1744,L2,M2-1,Nettoyage,2024-06-11 05:42:26.637849,2024-06-11 06:47:26.637849,65,Nettoyage sur M2-1,OP3,True
1745,L2,M2-1,Panne_Mecanique,2024-06-11 16:15:26.637849,2024-06-11 17:16:26.637849,61,Panne_Mecanique sur M2-1,OP13,True
1746,L2,M2-3,Attente_Materiel,2024-06-11 17:09:26.637849,2024-06-11 18:49:26.637849,100,Attente_Materiel sur M2-3,OP1,True
1747,L2,M2-2,Attente_Operateur,2024-06-11 17:07:26.637849,2024-06-11 17:50:26.637849,43,Attente_Operateur sur M2-2,OP12,True
1748,L2,M2-2,Changement_Format,2024-06-11 19:17:26.637849,2024-06-11 19:28:26.637849,11,Changement_Format sur M2-2,OP13,True
1749,L2,M2-4,Bourrage,2024-06-11 17:45:26.637849,2024-06-11 18:36:26.637849,51,Bourrage sur M2-4,OP14,True
1750,L2,M2-2,Changement_Format,2024-06-11 19:11:26.637849,2024-06-11 20:44:26.637849,93,Changement_Format sur M2-2,OP9,True
1751,L2,M2-4,Reglage,2024-06-11 18:23:26.637849,2024-06-11 18:34:26.637849,11,Reglage sur M2-4,OP6,True
1752,L2,M2-2,Attente_Materiel,2024-06-11 13:56:26.637849,2024-06-11 14:34:26.637849,38,Attente_Materiel sur M2-2,OP10,True
1753,L3,M3-2,Attente_Materiel,2024-06-11 18:05:26.637849,2024-06-11 18:17:26.637849,12,Attente_Materiel sur M3-2,OP10,True
1754,L3,M3-1,Attente_Materiel,2024-06-11 09:59:26.637849,2024-06-11 10:49:26.637849,50,Attente_Materiel sur M3-1,OP8,True
1755,L3,M3-2,Bourrage,2024-06-11 10:36:26.637849,2024-06-11 12:23:26.637849,107,Bourrage sur M3-2,OP9,True
1756,L3,M3-2,Panne_Electrique,2024-06-11 15:27:26.637849,2024-06-11 17:11:26.637849,104,Panne_Electrique sur M3-2,OP2,True
1757,L3,M3-1,Bourrage,2024-06-11 13:13:26.637849,2024-06-11 14:27:26.637849,74,Bourrage sur M3-1,OP4,True
1758,L3,M3-1,Attente_Materiel,2024-06-11 13:47:26.637849,2024-06-11 15:13:26.637849,86,Attente_Materiel sur M3-1,OP14,True
1759,L3,M3-1,Attente_Operateur,2024-06-11 10:28:26.637849,2024-06-11 11:03:26.637849,35,Attente_Operateur sur M3-1,OP5,True
